freq,psd_x,psd_y,psd_z,psd_xyz
46.0,8.191e+02,4.966e+04,4.326e+04,9.374e+04
47.6,6.498e+02,4.876e+04,3.083e+04,8.024e+04
49.1,5.301e+02,4.716e+04,2.172e+04,6.941e+04
50.6,4.570e+02,4.499e+04,1.507e+04,6.051e+04
52.2,3.592e+02,4.029e+04,9.899e+03,5.055e+04
53.7,2.855e+02,3.167e+04,6.038e+03,3.800e+04
55.2,3.085e+02,2.906e+04,3.752e+03,3.312e+04
56.8,3.647e+02,3.068e+04,2.367e+03,3.341e+04
58.3,4.628e+02,3.362e+04,1.672e+03,3.576e+04
59.8,5.561e+02,3.750e+04,1.636e+03,3.970e+04
61.4,6.352e+02,4.236e+04,2.517e+03,4.552e+04
62.9,7.491e+02,4.909e+04,4.716e+03,5.455e+04
64.4,9.041e+02,5.689e+04,8.974e+03,6.677e+04
66.0,1.304e+03,6.391e+04,1.647e+04,8.168e+04
67.5,1.769e+03,7.476e+04,2.811e+04,1.046e+05
69.1,2.473e+03,9.352e+04,4.377e+04,1.398e+05
70.6,4.355e+03,1.248e+05,6.462e+04,1.937e+05
72.1,6.728e+03,1.650e+05,8.878e+04,2.605e+05
73.7,7.045e+03,1.573e+05,8.832e+04,2.527e+05
75.2,6.577e+03,1.272e+05,7.598e+04,2.098e+05
76.7,8.498e+03,1.468e+05,9.081e+04,2.461e+05
78.3,1.215e+04,1.673e+05,1.075e+05,2.869e+05
79.8,1.692e+04,1.659e+05,1.110e+05,2.938e+05
81.3,2.308e+04,1.544e+05,1.091e+05,2.865e+05
82.9,2.648e+04,1.385e+05,1.025e+05,2.675e+05
84.4,2.627e+04,1.228e+05,9.440e+04,2.435e+05
85.9,2.563e+04,1.135e+05,9.132e+04,2.304e+05
87.5,2.474e+04,1.038e+05,8.757e+04,2.161e+05
89.0,2.292e+04,9.790e+04,8.706e+04,2.079e+05
90.5,1.973e+04,9.666e+04,9.032e+04,2.067e+05
92.1,1.709e+04,9.353e+04,9.131e+04,2.019e+05
93.6,1.563e+04,9.001e+04,9.203e+04,1.977e+05
95.1,1.527e+04,8.844e+04,9.530e+04,1.990e+05
96.7,1.542e+04,8.601e+04,9.751e+04,1.989e+05
98.2,1.537e+04,8.171e+04,9.711e+04,1.942e+05
99.7,1.558e+04,7.769e+04,9.589e+04,1.892e+05
101.3,1.588e+04,7.440e+04,9.525e+04,1.855e+05
102.8,1.557e+04,7.103e+04,9.479e+04,1.814e+05
104.3,1.484e+04,6.728e+04,9.377e+04,1.759e+05
105.9,1.385e+04,6.377e+04,9.326e+04,1.709e+05
107.4,1.288e+04,6.063e+04,9.259e+04,1.661e+05
108.9,1.205e+04,5.818e+04,9.092e+04,1.611e+05
110.5,1.125e+04,5.668e+04,8.888e+04,1.568e+05
112.0,1.044e+04,5.425e+04,8.581e+04,1.505e+05
113.6,9.534e+03,5.002e+04,8.260e+04,1.422e+05
115.1,8.883e+03,4.361e+04,7.797e+04,1.305e+05
116.6,8.144e+03,3.742e+04,7.083e+04,1.164e+05
118.2,7.099e+03,3.009e+04,6.147e+04,9.866e+04
119.7,5.886e+03,2.229e+04,4.885e+04,7.703e+04
121.2,5.226e+03,1.397e+04,3.006e+04,4.925e+04
122.8,5.392e+03,9.883e+03,1.935e+04,3.463e+04
124.3,5.758e+03,9.176e+03,1.649e+04,3.142e+04
125.8,6.529e+03,8.578e+03,1.446e+04,2.957e+04
127.4,7.452e+03,7.656e+03,1.251e+04,2.761e+04
128.9,7.904e+03,6.585e+03,1.082e+04,2.531e+04
130.4,8.082e+03,5.664e+03,9.853e+03,2.360e+04
132.0,7.723e+03,4.634e+03,8.128e+03,2.049e+04
133.5,5.806e+03,2.560e+03,3.175e+03,1.154e+04
135.0,5.003e+03,2.089e+03,1.149e+03,8.242e+03
136.6,5.111e+03,2.243e+03,1.041e+03,8.396e+03
138.1,5.146e+03,1.990e+03,1.015e+03,8.151e+03
139.6,4.928e+03,1.680e+03,1.038e+03,7.645e+03
141.2,4.652e+03,1.639e+03,1.174e+03,7.464e+03
142.7,4.422e+03,1.582e+03,1.352e+03,7.356e+03
144.2,4.390e+03,1.342e+03,1.540e+03,7.272e+03
145.8,5.268e+03,1.344e+03,1.690e+03,8.301e+03
147.3,6.014e+03,1.583e+03,1.733e+03,9.330e+03
148.8,4.701e+03,1.673e+03,1.726e+03,8.100e+03
150.4,4.926e+03,1.749e+03,1.820e+03,8.495e+03
151.9,5.625e+03,1.735e+03,1.834e+03,9.194e+03
153.4,6.174e+03,1.631e+03,1.921e+03,9.726e+03
155.0,6.679e+03,1.510e+03,2.037e+03,1.023e+04
156.5,7.234e+03,1.490e+03,2.252e+03,1.098e+04
158.1,8.033e+03,1.558e+03,2.722e+03,1.231e+04
159.6,6.996e+03,1.327e+03,2.958e+03,1.128e+04
161.1,8.160e+03,1.423e+03,3.098e+03,1.268e+04
162.7,8.981e+03,1.456e+03,3.082e+03,1.352e+04
164.2,8.732e+03,1.492e+03,3.086e+03,1.331e+04
165.7,8.096e+03,1.590e+03,3.151e+03,1.284e+04
167.3,6.987e+03,1.575e+03,3.189e+03,1.175e+04
168.8,7.275e+03,1.527e+03,3.280e+03,1.208e+04
170.3,8.013e+03,1.533e+03,3.346e+03,1.289e+04
171.9,8.123e+03,1.501e+03,3.425e+03,1.305e+04
173.4,7.991e+03,1.536e+03,3.581e+03,1.311e+04
174.9,7.239e+03,1.486e+03,3.643e+03,1.237e+04
176.5,6.318e+03,1.368e+03,3.698e+03,1.138e+04
178.0,6.316e+03,1.363e+03,3.883e+03,1.156e+04
179.5,6.560e+03,1.282e+03,4.199e+03,1.204e+04
181.1,6.183e+03,1.114e+03,4.343e+03,1.164e+04
182.6,6.102e+03,9.840e+02,4.503e+03,1.159e+04
184.1,5.963e+03,8.118e+02,4.589e+03,1.136e+04
185.7,5.615e+03,6.725e+02,4.556e+03,1.084e+04
187.2,5.316e+03,5.769e+02,4.612e+03,1.050e+04
188.7,5.382e+03,5.576e+02,4.616e+03,1.056e+04
190.3,5.000e+03,5.283e+02,4.690e+03,1.022e+04
191.8,4.547e+03,5.509e+02,4.741e+03,9.839e+03
193.3,4.294e+03,6.142e+02,4.754e+03,9.662e+03
194.9,4.023e+03,6.950e+02,4.858e+03,9.576e+03
196.4,3.741e+03,6.992e+02,5.020e+03,9.460e+03
197.9,3.382e+03,6.670e+02,5.128e+03,9.177e+03
199.5,3.080e+03,5.947e+02,5.183e+03,8.857e+03
