freq,psd_x,psd_y,psd_z,psd_xyz
122.4,7.831e+05,5.127e+04,1.476e+04,8.491e+05
123.9,8.124e+05,7.556e+04,2.165e+04,9.096e+05
125.5,8.426e+05,1.162e+05,3.079e+04,9.896e+05
127.0,8.946e+05,1.752e+05,4.258e+04,1.112e+06
128.5,9.487e+05,2.770e+05,5.704e+04,1.283e+06
130.1,9.940e+05,4.495e+05,7.321e+04,1.517e+06
131.6,9.705e+05,5.965e+05,7.744e+04,1.644e+06
133.1,4.740e+05,3.282e+05,3.763e+04,8.398e+05
134.6,5.701e+04,4.953e+04,5.067e+03,1.116e+05
136.2,3.328e+04,2.817e+04,2.740e+03,6.419e+04
137.7,3.448e+04,2.400e+04,2.484e+03,6.097e+04
139.2,3.279e+04,1.963e+04,2.398e+03,5.482e+04
140.8,3.164e+04,1.772e+04,2.659e+03,5.202e+04
142.3,3.157e+04,1.644e+04,3.206e+03,5.122e+04
143.8,3.193e+04,1.430e+04,3.378e+03,4.962e+04
145.4,3.222e+04,1.288e+04,3.352e+03,4.845e+04
146.9,3.433e+04,1.181e+04,3.457e+03,4.960e+04
148.4,3.697e+04,1.024e+04,3.628e+03,5.084e+04
149.9,4.166e+04,9.170e+03,3.925e+03,5.476e+04
151.5,4.184e+04,8.559e+03,4.012e+03,5.441e+04
153.0,4.167e+04,7.900e+03,4.345e+03,5.392e+04
154.5,4.164e+04,6.898e+03,4.975e+03,5.351e+04
156.1,4.235e+04,5.839e+03,5.971e+03,5.416e+04
157.6,4.394e+04,5.361e+03,6.811e+03,5.611e+04
159.1,3.867e+04,5.288e+03,6.869e+03,5.083e+04
160.7,3.545e+04,4.567e+03,6.693e+03,4.671e+04
162.2,3.364e+04,4.110e+03,6.620e+03,4.437e+04
163.7,3.162e+04,4.061e+03,6.434e+03,4.212e+04
165.2,2.939e+04,4.557e+03,6.264e+03,4.021e+04
166.8,2.648e+04,5.336e+03,5.971e+03,3.778e+04
168.3,2.373e+04,5.250e+03,5.662e+03,3.464e+04
169.8,2.450e+04,4.746e+03,6.005e+03,3.525e+04
171.4,2.811e+04,4.149e+03,6.859e+03,3.912e+04
172.9,3.068e+04,3.774e+03,7.479e+03,4.193e+04
174.4,3.220e+04,3.667e+03,7.872e+03,4.374e+04
176.0,3.112e+04,3.612e+03,7.685e+03,4.242e+04
177.5,2.954e+04,3.244e+03,7.269e+03,4.005e+04
179.0,2.894e+04,2.850e+03,6.989e+03,3.878e+04
180.5,2.848e+04,2.532e+03,6.925e+03,3.794e+04
182.1,2.760e+04,2.382e+03,6.877e+03,3.685e+04
183.6,2.927e+04,2.289e+03,6.920e+03,3.847e+04
185.1,3.113e+04,2.043e+03,7.011e+03,4.019e+04
186.7,3.054e+04,1.788e+03,6.666e+03,3.899e+04
188.2,3.126e+04,1.662e+03,6.555e+03,3.948e+04
189.7,3.271e+04,1.705e+03,6.650e+03,4.106e+04
191.3,3.533e+04,1.755e+03,7.159e+03,4.424e+04
192.8,3.899e+04,1.790e+03,7.879e+03,4.866e+04
194.3,4.205e+04,1.776e+03,8.452e+03,5.228e+04
195.8,4.297e+04,1.602e+03,8.807e+03,5.338e+04
197.4,4.396e+04,1.556e+03,9.119e+03,5.464e+04
198.9,5.120e+04,1.959e+03,1.069e+04,6.385e+04
