freq,psd_x,psd_y,psd_z,psd_xyz
102.8,1.210e+04,3.288e+04,1.592e+05,2.042e+05
104.3,1.129e+04,3.099e+04,1.594e+05,2.017e+05
105.9,9.891e+03,3.010e+04,1.549e+05,1.949e+05
107.4,8.819e+03,3.097e+04,1.452e+05,1.850e+05
108.9,9.784e+03,3.311e+04,1.320e+05,1.749e+05
110.5,1.420e+04,3.554e+04,1.208e+05,1.705e+05
112.0,1.568e+04,3.777e+04,1.233e+05,1.768e+05
113.5,1.208e+04,3.990e+04,1.290e+05,1.810e+05
115.1,1.005e+04,4.104e+04,1.266e+05,1.777e+05
116.6,9.875e+03,4.141e+04,1.217e+05,1.729e+05
118.1,1.110e+04,3.976e+04,1.120e+05,1.628e+05
119.7,1.519e+04,3.700e+04,9.799e+04,1.502e+05
121.2,2.014e+04,3.495e+04,9.005e+04,1.451e+05
122.7,2.220e+04,3.362e+04,9.114e+04,1.470e+05
124.3,2.363e+04,3.316e+04,9.595e+04,1.527e+05
125.8,3.479e+04,3.298e+04,9.276e+04,1.605e+05
127.3,7.747e+04,3.539e+04,7.703e+04,1.899e+05
128.9,9.702e+04,4.010e+04,7.091e+04,2.080e+05
130.4,9.403e+04,4.207e+04,6.796e+04,2.041e+05
131.9,7.605e+04,3.769e+04,5.678e+04,1.705e+05
133.5,2.849e+04,1.325e+04,1.928e+04,6.102e+04
135.0,8.367e+03,3.061e+03,6.926e+03,1.835e+04
136.5,5.703e+03,3.644e+03,1.089e+04,2.024e+04
138.1,4.479e+03,4.065e+03,1.316e+04,2.170e+04
139.6,3.820e+03,4.454e+03,1.387e+04,2.215e+04
141.2,3.047e+03,4.893e+03,1.391e+04,2.185e+04
142.7,1.858e+03,5.055e+03,1.171e+04,1.862e+04
144.2,1.643e+03,5.486e+03,9.082e+03,1.621e+04
145.8,1.882e+03,5.687e+03,6.895e+03,1.446e+04
147.3,2.156e+03,5.793e+03,5.273e+03,1.322e+04
148.8,2.385e+03,6.957e+03,4.769e+03,1.411e+04
150.4,2.546e+03,1.093e+04,5.013e+03,1.849e+04
151.9,2.335e+03,1.497e+04,5.529e+03,2.284e+04
153.4,1.966e+03,1.402e+04,5.523e+03,2.151e+04
155.0,1.753e+03,1.111e+04,5.359e+03,1.822e+04
156.5,1.780e+03,9.170e+03,5.113e+03,1.606e+04
158.0,2.216e+03,9.634e+03,4.813e+03,1.666e+04
159.6,2.213e+03,1.143e+04,4.303e+03,1.794e+04
161.1,2.064e+03,1.384e+04,3.836e+03,1.974e+04
162.6,2.000e+03,1.591e+04,3.519e+03,2.143e+04
164.2,1.996e+03,1.748e+04,3.590e+03,2.307e+04
165.7,1.877e+03,2.023e+04,4.433e+03,2.654e+04
167.2,1.865e+03,2.121e+04,5.023e+03,2.810e+04
168.8,1.807e+03,2.002e+04,5.108e+03,2.694e+04
170.3,2.047e+03,1.858e+04,5.094e+03,2.572e+04
171.8,2.521e+03,1.742e+04,4.999e+03,2.494e+04
173.4,2.518e+03,1.602e+04,5.037e+03,2.357e+04
174.9,2.792e+03,1.448e+04,5.403e+03,2.268e+04
176.4,3.320e+03,1.364e+04,5.746e+03,2.271e+04
178.0,3.253e+03,1.482e+04,6.149e+03,2.422e+04
179.5,2.361e+03,1.622e+04,6.929e+03,2.551e+04
181.0,2.005e+03,1.376e+04,7.617e+03,2.338e+04
182.6,1.829e+03,1.051e+04,7.316e+03,1.965e+04
184.1,1.363e+03,1.118e+04,6.121e+03,1.866e+04
185.6,1.128e+03,1.416e+04,5.473e+03,2.076e+04
187.2,1.109e+03,1.069e+04,5.015e+03,1.682e+04
188.7,1.499e+03,6.498e+03,4.639e+03,1.264e+04
190.2,1.733e+03,5.411e+03,4.701e+03,1.184e+04
191.8,2.624e+03,4.506e+03,5.416e+03,1.255e+04
193.3,3.917e+03,4.047e+03,6.316e+03,1.428e+04
194.9,4.402e+03,4.609e+03,6.778e+03,1.579e+04
196.4,3.863e+03,5.083e+03,6.504e+03,1.545e+04
197.9,3.709e+03,5.312e+03,6.170e+03,1.519e+04
199.5,3.757e+03,5.439e+03,6.057e+03,1.525e+04
