freq,psd_x,psd_y,psd_z,psd_xyz
67.5,1.170e+06,2.925e+03,2.538e+03,1.175e+06
69.1,1.398e+06,3.553e+03,1.929e+03,1.403e+06
70.6,1.540e+06,4.259e+03,1.334e+03,1.546e+06
72.1,1.767e+06,4.850e+03,8.694e+02,1.772e+06
73.7,2.210e+06,5.496e+03,6.380e+02,2.216e+06
75.2,2.700e+06,6.007e+03,8.048e+02,2.707e+06
76.7,3.312e+06,6.823e+03,1.408e+03,3.321e+06
78.3,4.180e+06,9.845e+03,2.427e+03,4.192e+06
79.8,5.318e+06,1.704e+04,4.026e+03,5.339e+06
81.3,6.397e+06,2.815e+04,5.010e+03,6.431e+06
82.9,7.277e+06,4.331e+04,3.461e+03,7.324e+06
84.4,7.791e+06,5.021e+04,3.786e+03,7.845e+06
85.9,7.396e+06,4.897e+04,4.870e+03,7.450e+06
87.5,6.459e+06,4.529e+04,4.445e+03,6.509e+06
89.0,5.399e+06,3.880e+04,3.794e+03,5.442e+06
90.5,4.345e+06,3.105e+04,3.627e+03,4.379e+06
92.1,3.529e+06,2.840e+04,3.027e+03,3.560e+06
93.6,2.915e+06,2.763e+04,2.414e+03,2.945e+06
95.2,2.345e+06,2.781e+04,1.735e+03,2.375e+06
96.7,1.765e+06,2.562e+04,9.264e+02,1.791e+06
98.2,1.226e+06,2.009e+04,7.555e+02,1.246e+06
99.8,9.612e+05,1.775e+04,6.660e+02,9.796e+05
101.3,8.622e+05,1.795e+04,5.773e+02,8.807e+05
102.8,7.850e+05,1.833e+04,5.360e+02,8.038e+05
104.4,7.190e+05,1.805e+04,5.075e+02,7.376e+05
105.9,6.702e+05,1.839e+04,4.965e+02,6.891e+05
107.4,6.568e+05,1.932e+04,6.504e+02,6.768e+05
109.0,7.277e+05,2.103e+04,1.686e+03,7.504e+05
110.5,9.848e+05,2.542e+04,4.989e+03,1.015e+06
112.0,1.267e+06,3.146e+04,8.339e+03,1.307e+06
113.6,1.372e+06,3.624e+04,9.675e+03,1.418e+06
115.1,1.366e+06,3.948e+04,1.021e+04,1.416e+06
116.6,1.314e+06,4.164e+04,1.089e+04,1.367e+06
118.2,1.250e+06,4.421e+04,1.211e+04,1.306e+06
119.7,1.215e+06,4.860e+04,1.440e+04,1.278e+06
121.2,1.146e+06,5.549e+04,1.646e+04,1.218e+06
122.8,1.071e+06,6.666e+04,1.931e+04,1.157e+06
124.3,1.092e+06,8.234e+04,2.525e+04,1.199e+06
125.8,1.132e+06,9.920e+04,3.152e+04,1.262e+06
127.4,1.138e+06,1.156e+05,3.693e+04,1.290e+06
128.9,1.132e+06,1.318e+05,4.465e+04,1.308e+06
130.5,1.103e+06,1.474e+05,5.389e+04,1.304e+06
132.0,8.878e+05,1.354e+05,5.072e+04,1.074e+06
133.5,2.596e+05,4.547e+04,1.537e+04,3.204e+05
135.1,4.082e+04,1.257e+04,2.254e+03,5.564e+04
136.6,3.686e+04,1.416e+04,2.843e+03,5.386e+04
138.1,3.012e+04,1.381e+04,2.774e+03,4.670e+04
139.7,2.575e+04,1.267e+04,2.592e+03,4.101e+04
141.2,2.582e+04,1.195e+04,2.724e+03,4.049e+04
142.7,2.545e+04,1.149e+04,2.796e+03,3.974e+04
144.3,2.231e+04,1.117e+04,2.533e+03,3.601e+04
145.8,1.749e+04,1.094e+04,2.156e+03,3.058e+04
147.3,1.489e+04,1.143e+04,1.843e+03,2.817e+04
148.9,1.391e+04,1.174e+04,1.730e+03,2.738e+04
150.4,1.267e+04,1.148e+04,1.556e+03,2.570e+04
151.9,1.172e+04,9.363e+03,1.301e+03,2.238e+04
153.5,1.196e+04,7.219e+03,1.170e+03,2.035e+04
155.0,1.709e+04,4.874e+03,1.425e+03,2.339e+04
156.5,2.219e+04,3.775e+03,1.885e+03,2.785e+04
158.1,2.435e+04,3.947e+03,2.282e+03,3.058e+04
159.6,2.262e+04,4.301e+03,2.459e+03,2.938e+04
161.1,1.823e+04,4.095e+03,2.492e+03,2.482e+04
162.7,1.752e+04,4.276e+03,2.710e+03,2.451e+04
164.2,2.190e+04,4.599e+03,3.220e+03,2.972e+04
165.8,2.282e+04,5.300e+03,4.251e+03,3.237e+04
167.3,2.048e+04,5.938e+03,4.834e+03,3.125e+04
168.8,2.076e+04,5.822e+03,4.981e+03,3.156e+04
170.4,2.115e+04,5.808e+03,5.153e+03,3.211e+04
171.9,2.285e+04,6.028e+03,5.259e+03,3.414e+04
173.4,2.601e+04,6.931e+03,5.402e+03,3.835e+04
175.0,2.934e+04,8.747e+03,5.528e+03,4.362e+04
176.5,3.139e+04,1.084e+04,5.822e+03,4.805e+04
178.0,3.384e+04,1.197e+04,6.020e+03,5.183e+04
179.6,4.164e+04,1.236e+04,6.558e+03,6.056e+04
181.1,4.772e+04,1.416e+04,7.162e+03,6.905e+04
182.6,5.056e+04,1.726e+04,8.414e+03,7.623e+04
184.2,5.528e+04,1.842e+04,1.037e+04,8.407e+04
185.7,5.778e+04,1.705e+04,1.229e+04,8.712e+04
187.2,5.710e+04,1.367e+04,1.471e+04,8.549e+04
188.8,5.044e+04,1.072e+04,1.630e+04,7.745e+04
190.3,4.514e+04,8.102e+03,1.798e+04,7.121e+04
191.8,5.884e+04,6.141e+03,2.086e+04,8.584e+04
193.4,6.625e+04,5.071e+03,2.503e+04,9.635e+04
194.9,5.619e+04,5.266e+03,2.548e+04,8.693e+04
196.4,3.917e+04,6.445e+03,2.729e+04,7.290e+04
198.0,3.203e+04,7.169e+03,2.754e+04,6.673e+04
199.5,3.031e+04,8.239e+03,2.803e+04,6.659e+04
